Postsecondary Enrollment,,,,,,,
,,,,,,,
,,,,,,,
Year,Level,Division,School,Subgroup,Students earning a federally recognized high school diploma,Students enrolled in higher education within 16 months of graduation,Percent
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,Economically Disadvantaged,68,41,60
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,English Learners,<,<,<
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,Female,86,59,69
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,Hispanic,<,<,<
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,Male,63,35,56
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,Multiple Races,<,<,<
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,Students with Disabilities,12,<,<
2019,SCH,Richmond City Public Schools,Thomas Jefferson High,White,36,30,83
2019,SCH,Richmond County Public Schools,Rappahannock High,All Students,95,47,49
2019,SCH,Richmond County Public Schools,Rappahannock High,Asian,<,<,<
2019,SCH,Richmond County Public Schools,Rappahannock High,Black,28,17,61
2019,SCH,Richmond County Public Schools,Rappahannock High,Economically Disadvantaged,37,21,57
2019,SCH,Richmond County Public Schools,Rappahannock High,English Learners,<,<,<
2019,SCH,Richmond County Public Schools,Rappahannock High,Female,41,28,68
2019,SCH,Richmond County Public Schools,Rappahannock High,Hispanic,<,<,<
2019,SCH,Richmond County Public Schools,Rappahannock High,Male,54,19,35
2019,SCH,Richmond County Public Schools,Rappahannock High,Multiple Races,<,<,<
2019,SCH,Richmond County Public Schools,Rappahannock High,Students with Disabilities,<,<,<
2019,SCH,Richmond County Public Schools,Rappahannock High,White,57,26,46
2019,SCH,Roanoke City Public Schools,Patrick Henry High,All Students,408,206,50
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Asian,11,<,<
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Black,155,63,41
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Economically Disadvantaged,182,59,32
2019,SCH,Roanoke City Public Schools,Patrick Henry High,English Learners,28,12,43
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Female,195,113,58
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Hispanic,27,10,37
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Male,213,93,44
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Multiple Races,18,10,56
2019,SCH,Roanoke City Public Schools,Patrick Henry High,Students with Disabilities,28,<,<
2019,SCH,Roanoke City Public Schools,Patrick Henry High,White,197,116,59
2019,SCH,Roanoke City Public Schools,William Fleming High,All Students,313,128,41
2019,SCH,Roanoke City Public Schools,William Fleming High,Asian,13,<,<
2019,SCH,Roanoke City Public Schools,William Fleming High,Black,162,63,39
2019,SCH,Roanoke City Public Schools,William Fleming High,Economically Disadvantaged,186,64,34
2019,SCH,Roanoke City Public Schools,William Fleming High,English Learners,39,11,28
2019,SCH,Roanoke City Public Schools,William Fleming High,Female,156,70,45
2019,SCH,Roanoke City Public Schools,William Fleming High,Hispanic,55,22,40
2019,SCH,Roanoke City Public Schools,William Fleming High,Male,157,58,37
2019,SCH,Roanoke City Public Schools,William Fleming High,Multiple Races,17,<,<
2019,SCH,Roanoke City Public Schools,William Fleming High,Students with Disabilities,27,<,<
2019,SCH,Roanoke City Public Schools,William Fleming High,White,66,29,44
2019,SCH,Roanoke County Public Schools,Cave Spring High,All Students,248,205,83
2019,SCH,Roanoke County Public Schools,Cave Spring High,Asian,12,12,100
2019,SCH,Roanoke County Public Schools,Cave Spring High,Black,15,10,67
2019,SCH,Roanoke County Public Schools,Cave Spring High,Economically Disadvantaged,38,24,63
2019,SCH,Roanoke County Public Schools,Cave Spring High,English Learners,<,<,<
2019,SCH,Roanoke County Public Schools,Cave Spring High,Female,122,105,86
2019,SCH,Roanoke County Public Schools,Cave Spring High,Hispanic,10,<,<
2019,SCH,Roanoke County Public Schools,Cave Spring High,Male,126,100,79
2019,SCH,Roanoke County Public Schools,Cave Spring High,Multiple Races,15,13,87
2019,SCH,Roanoke County Public Schools,Cave Spring High,Native Hawaiian,<,<,<
2019,SCH,Roanoke County Public Schools,Cave Spring High,Students with Disabilities,15,<,<
2019,SCH,Roanoke County Public Schools,Cave Spring High,White,195,163,84
2019,SCH,Roanoke County Public Schools,Glenvar High,All Students,136,101,74
2019,SCH,Roanoke County Public Schools,Glenvar High,Asian,<,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,Black,<,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,Economically Disadvantaged,38,21,55
2019,SCH,Roanoke County Public Schools,Glenvar High,English Learners,<,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,Female,66,49,74
2019,SCH,Roanoke County Public Schools,Glenvar High,Hispanic,<,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,Male,70,52,74
2019,SCH,Roanoke County Public Schools,Glenvar High,Multiple Races,<,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,Native Hawaiian,<,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,Students with Disabilities,10,<,<
2019,SCH,Roanoke County Public Schools,Glenvar High,White,125,92,74
2019,SCH,Roanoke County Public Schools,Hidden Valley High,All Students,223,179,80
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Asian,19,19,100
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Black,10,<,<
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Economically Disadvantaged,39,24,62
2019,SCH,Roanoke County Public Schools,Hidden Valley High,English Learners,<,<,<
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Female,110,93,85
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Hispanic,<,<,<
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Male,113,86,76
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Multiple Races,13,<,<
2019,SCH,Roanoke County Public Schools,Hidden Valley High,Students with Disabilities,18,<,<
2019,SCH,Roanoke County Public Schools,Hidden Valley High,White,173,137,79
2019,SCH,Roanoke County Public Schools,Northside High,All Students,209,154,74
2019,SCH,Roanoke County Public Schools,Northside High,American Indian,<,<,<
2019,SCH,Roanoke County Public Schools,Northside High,Asian,18,15,83
2019,SCH,Roanoke County Public Schools,Northside High,Black,30,20,67
2019,SCH,Roanoke County Public Schools,Northside High,Economically Disadvantaged,69,48,70
2019,SCH,Roanoke County Public Schools,Northside High,English Learners,<,<,<
2019,SCH,Roanoke County Public Schools,Northside High,Female,107,87,81
2019,SCH,Roanoke County Public Schools,Northside High,Hispanic,12,<,<
2019,SCH,Roanoke County Public Schools,Northside High,Male,102,67,66
2019,SCH,Roanoke County Public Schools,Northside High,Multiple Races,10,<,<
2019,SCH,Roanoke County Public Schools,Northside High,Native Hawaiian,<,<,<
2019,SCH,Roanoke County Public Schools,Northside High,Students with Disabilities,15,<,<
2019,SCH,Roanoke County Public Schools,Northside High,White,137,102,74
2019,SCH,Roanoke County Public Schools,William Byrd High,All Students,249,167,67
2019,SCH,Roanoke County Public Schools,William Byrd High,Asian,<,<,<
2019,SCH,Roanoke County Public Schools,William Byrd High,Black,11,<,<
2019,SCH,Roanoke County Public Schools,William Byrd High,Economically Disadvantaged,67,31,46
2019,SCH,Roanoke County Public Schools,William Byrd High,English Learners,<,<,<
2019,SCH,Roanoke County Public Schools,William Byrd High,Female,115,96,83
2019,SCH,Roanoke County Public Schools,William Byrd High,Hispanic,<,<,<
2019,SCH,Roanoke County Public Schools,William Byrd High,Male,134,71,53
2019,SCH,Roanoke County Public Schools,William Byrd High,Multiple Races,11,<,<
2019,SCH,Roanoke County Public Schools,William Byrd High,Students with Disabilities,30,11,37
2019,SCH,Roanoke County Public Schools,William Byrd High,White,220,152,69
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,All Students,192,115,60
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Black,<,<,<
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Economically Disadvantaged,61,24,39
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Female,106,72,68
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Hispanic,12,<,<
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Male,86,43,50
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Multiple Races,<,<,<
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Native Hawaiian,<,<,<
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,Students with Disabilities,<,<,<
2019,SCH,Rockbridge County Public Schools,Rockbridge County High,White,165,96,58
2019,SCH,Rockingham County Public Schools,Broadway High,All Students,249,118,47
2019,SCH,Rockingham County Public Schools,Broadway High,American Indian,<,<,<
2019,SCH,Rockingham County Public Schools,Broadway High,Asian,<,<,<
2019,SCH,Rockingham County Public Schools,Broadway High,Black,<,<,<
2019,SCH,Rockingham County Public Schools,Broadway High,Economically Disadvantaged,71,18,25
2019,SCH,Rockingham County Public Schools,Broadway High,English Learners,22,14,64
2019,SCH,Rockingham County Public Schools,Broadway High,Female,106,69,65
2019,SCH,Rockingham County Public Schools,Broadway High,Hispanic,27,14,52
2019,SCH,Rockingham County Public Schools,Broadway High,Male,143,49,34
2019,SCH,Rockingham County Public Schools,Broadway High,Multiple Races,<,<,<
2019,SCH,Rockingham County Public Schools,Broadway High,Students with Disabilities,17,<,<
2019,SCH,Rockingham County Public Schools,Broadway High,White,209,99,47
2019,SCH,Rockingham County Public Schools,East Rockingham High,All Students,190,92,48
2019,SCH,Rockingham County Public Schools,East Rockingham High,Asian,<,<,<
2019,SCH,Rockingham County Public Schools,East Rockingham High,Black,<,<,<
2019,SCH,Rockingham County Public Schools,East Rockingham High,Economically Disadvantaged,57,10,18
2019,SCH,Rockingham County Public Schools,East Rockingham High,English Learners,<,<,<
2019,SCH,Rockingham County Public Schools,East Rockingham High,Female,103,56,54
2019,SCH,Rockingham County Public Schools,East Rockingham High,Hispanic,11,<,<
2019,SCH,Rockingham County Public Schools,East Rockingham High,Male,87,36,41
2019,SCH,Rockingham County Public Schools,East Rockingham High,Multiple Races,12,<,<
2019,SCH,Rockingham County Public Schools,East Rockingham High,Students with Disabilities,17,<,<
2019,SCH,Rockingham County Public Schools,East Rockingham High,White,159,75,47
2019,SCH,Rockingham County Public Schools,Spotswood High,All Students,241,152,63
2019,SCH,Rockingham County Public Schools,Spotswood High,Asian,<,<,<
2019,SCH,Rockingham County Public Schools,Spotswood High,Black,<,<,<
2019,SCH,Rockingham County Public Schools,Spotswood High,Economically Disadvantaged,81,39,48
2019,SCH,Rockingham County Public Schools,Spotswood High,English Learners,32,19,59
2019,SCH,Rockingham County Public Schools,Spotswood High,Female,106,77,73
2019,SCH,Rockingham County Public Schools,Spotswood High,Hispanic,49,31,63
2019,SCH,Rockingham County Public Schools,Spotswood High,Male,135,75,56
2019,SCH,Rockingham County Public Schools,Spotswood High,Multiple Races,<,<,<
2019,SCH,Rockingham County Public Schools,Spotswood High,Students with Disabilities,13,<,<
2019,SCH,Rockingham County Public Schools,Spotswood High,White,170,106,62
2019,SCH,Rockingham County Public Schools,Turner Ashby High,All Students,228,136,60
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Asian,<,<,<
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Black,<,<,<
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Economically Disadvantaged,68,31,46
2019,SCH,Rockingham County Public Schools,Turner Ashby High,English Learners,36,19,53
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Female,122,81,66
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Hispanic,31,17,55
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Male,106,55,52
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Multiple Races,<,<,<
2019,SCH,Rockingham County Public Schools,Turner Ashby High,Students with Disabilities,15,<,<
2019,SCH,Rockingham County Public Schools,Turner Ashby High,White,187,112,60
2019,SCH,Russell County Public Schools,Castlewood High,All Students,65,32,49
2019,SCH,Russell County Public Schools,Castlewood High,Economically Disadvantaged,46,22,48
2019,SCH,Russell County Public Schools,Castlewood High,Female,36,22,61
2019,SCH,Russell County Public Schools,Castlewood High,Male,29,10,34
2019,SCH,Russell County Public Schools,Castlewood High,Students with Disabilities,<,<,<
2019,SCH,Russell County Public Schools,Castlewood High,White,65,32,49
2019,SCH,Russell County Public Schools,Honaker High,All Students,93,52,56
2019,SCH,Russell County Public Schools,Honaker High,Economically Disadvantaged,51,23,45
2019,SCH,Russell County Public Schools,Honaker High,Female,34,30,88
2019,SCH,Russell County Public Schools,Honaker High,Male,59,22,37
2019,SCH,Russell County Public Schools,Honaker High,Students with Disabilities,12,<,<
2019,SCH,Russell County Public Schools,Honaker High,White,93,52,56
2019,SCH,Russell County Public Schools,Lebanon High,All Students,122,81,66
2019,SCH,Russell County Public Schools,Lebanon High,Asian,<,<,<
2019,SCH,Russell County Public Schools,Lebanon High,Economically Disadvantaged,59,32,54
2019,SCH,Russell County Public Schools,Lebanon High,Female,64,49,77
2019,SCH,Russell County Public Schools,Lebanon High,Male,58,32,55
2019,SCH,Russell County Public Schools,Lebanon High,Multiple Races,<,<,<
2019,SCH,Russell County Public Schools,Lebanon High,Students with Disabilities,11,<,<
2019,SCH,Russell County Public Schools,Lebanon High,White,120,79,66
2019,SCH,Salem City Public Schools,Salem High,All Students,273,189,69
2019,SCH,Salem City Public Schools,Salem High,Asian,<,<,<
2019,SCH,Salem City Public Schools,Salem High,Black,25,20,80
2019,SCH,Salem City Public Schools,Salem High,Economically Disadvantaged,79,36,46
2019,SCH,Salem City Public Schools,Salem High,English Learners,10,<,<
2019,SCH,Salem City Public Schools,Salem High,Female,136,101,74
2019,SCH,Salem City Public Schools,Salem High,Hispanic,13,<,<
2019,SCH,Salem City Public Schools,Salem High,Male,137,88,64
2019,SCH,Salem City Public Schools,Salem High,Multiple Races,<,<,<
2019,SCH,Salem City Public Schools,Salem High,Students with Disabilities,30,<,<
2019,SCH,Salem City Public Schools,Salem High,White,219,150,68
2019,SCH,Scott County Public Schools,Gate City High,All Students,131,89,68
2019,SCH,Scott County Public Schools,Gate City High,American Indian,<,<,<
2019,SCH,Scott County Public Schools,Gate City High,Black,<,<,<
2019,SCH,Scott County Public Schools,Gate City High,Economically Disadvantaged,50,25,50
2019,SCH,Scott County Public Schools,Gate City High,Female,67,51,76
2019,SCH,Scott County Public Schools,Gate City High,Hispanic,<,<,<
2019,SCH,Scott County Public Schools,Gate City High,Male,64,38,59
2019,SCH,Scott County Public Schools,Gate City High,Multiple Races,<,<,<
2019,SCH,Scott County Public Schools,Gate City High,Students with Disabilities,11,<,<
2019,SCH,Scott County Public Schools,Gate City High,White,123,87,71
2019,SCH,Scott County Public Schools,Rye Cove High,All Students,47,27,57
2019,SCH,Scott County Public Schools,Rye Cove High,Asian,<,<,<
2019,SCH,Scott County Public Schools,Rye Cove High,Economically Disadvantaged,23,12,52
2019,SCH,Scott County Public Schools,Rye Cove High,English Learners,<,<,<
2019,SCH,Scott County Public Schools,Rye Cove High,Female,17,13,76
2019,SCH,Scott County Public Schools,Rye Cove High,Hispanic,<,<,<
2019,SCH,Scott County Public Schools,Rye Cove High,Male,30,14,47
2019,SCH,Scott County Public Schools,Rye Cove High,Multiple Races,<,<,<
2019,SCH,Scott County Public Schools,Rye Cove High,Students with Disabilities,<,<,<
2019,SCH,Scott County Public Schools,Rye Cove High,White,44,26,59
2019,SCH,Scott County Public Schools,Twin Springs High,All Students,43,24,56
2019,SCH,Scott County Public Schools,Twin Springs High,Economically Disadvantaged,23,12,52
2019,SCH,Scott County Public Schools,Twin Springs High,Female,18,14,78
2019,SCH,Scott County Public Schools,Twin Springs High,Hispanic,<,<,<
2019,SCH,Scott County Public Schools,Twin Springs High,Male,25,10,40
2019,SCH,Scott County Public Schools,Twin Springs High,Students with Disabilities,<,<,<
2019,SCH,Scott County Public Schools,Twin Springs High,White,41,22,54
2019,SCH,Shenandoah County Public Schools,Central High,All Students,197,94,48
2019,SCH,Shenandoah County Public Schools,Central High,American Indian,<,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Asian,<,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Black,<,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Economically Disadvantaged,79,25,32
2019,SCH,Shenandoah County Public Schools,Central High,English Learners,<,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Female,105,61,58
2019,SCH,Shenandoah County Public Schools,Central High,Hispanic,28,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Male,92,33,36
2019,SCH,Shenandoah County Public Schools,Central High,Multiple Races,<,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Native Hawaiian,<,<,<
2019,SCH,Shenandoah County Public Schools,Central High,Students with Disabilities,18,<,<
2019,SCH,Shenandoah County Public Schools,Central High,White,153,77,50
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,All Students,135,57,42
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,American Indian,<,<,<
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Asian,<,<,<
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Black,<,<,<
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Economically Disadvantaged,63,20,32
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,English Learners,15,<,<
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Female,74,43,58
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Hispanic,29,12,41
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Male,61,14,23
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Multiple Races,<,<,<
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Students with Disabilities,17,<,<
2019,SCH,Shenandoah County Public Schools,Stonewall Jackson High,White,96,44,46
2019,SCH,Shenandoah County Public Schools,Strasburg High,All Students,155,80,52
2019,SCH,Shenandoah County Public Schools,Strasburg High,Asian,<,<,<
2019,SCH,Shenandoah County Public Schools,Strasburg High,Black,<,<,<
2019,SCH,Shenandoah County Public Schools,Strasburg High,Economically Disadvantaged,39,17,44
2019,SCH,Shenandoah County Public Schools,Strasburg High,English Learners,<,<,<
2019,SCH,Shenandoah County Public Schools,Strasburg High,Female,78,48,62
2019,SCH,Shenandoah County Public Schools,Strasburg High,Hispanic,14,<,<
2019,SCH,Shenandoah County Public Schools,Strasburg High,Male,77,32,42
2019,SCH,Shenandoah County Public Schools,Strasburg High,Multiple Races,<,<,<
2019,SCH,Shenandoah County Public Schools,Strasburg High,Students with Disabilities,14,<,<
2019,SCH,Shenandoah County Public Schools,Strasburg High,White,129,65,50
2019,SCH,Smyth County Public Schools,Chilhowie High,All Students,92,46,50
2019,SCH,Smyth County Public Schools,Chilhowie High,Black,<,<,<
2019,SCH,Smyth County Public Schools,Chilhowie High,Economically Disadvantaged,45,13,29
2019,SCH,Smyth County Public Schools,Chilhowie High,English Learners,<,<,<
2019,SCH,Smyth County Public Schools,Chilhowie High,Female,42,23,55
2019,SCH,Smyth County Public Schools,Chilhowie High,Hispanic,<,<,<
2019,SCH,Smyth County Public Schools,Chilhowie High,Male,50,23,46
2019,SCH,Smyth County Public Schools,Chilhowie High,Students with Disabilities,<,<,<
2019,SCH,Smyth County Public Schools,Chilhowie High,White,88,45,51
2019,SCH,Smyth County Public Schools,Marion Senior High,All Students,119,64,54
2019,SCH,Smyth County Public Schools,Marion Senior High,Asian,<,<,<
2019,SCH,Smyth County Public Schools,Marion Senior High,Black,<,<,<
2019,SCH,Smyth County Public Schools,Marion Senior High,Economically Disadvantaged,59,25,42
2019,SCH,Smyth County Public Schools,Marion Senior High,English Learners,<,<,<
2019,SCH,Smyth County Public Schools,Marion Senior High,Female,60,38,63
2019,SCH,Smyth County Public Schools,Marion Senior High,Hispanic,<,<,<
2019,SCH,Smyth County Public Schools,Marion Senior High,Male,59,26,44
2019,SCH,Smyth County Public Schools,Marion Senior High,Students with Disabilities,14,<,<
2019,SCH,Smyth County Public Schools,Marion Senior High,White,111,61,55
2019,SCH,Smyth County Public Schools,Northwood High,All Students,63,32,51
2019,SCH,Smyth County Public Schools,Northwood High,Economically Disadvantaged,45,20,44
2019,SCH,Smyth County Public Schools,Northwood High,Female,29,19,66
2019,SCH,Smyth County Public Schools,Northwood High,Hispanic,<,<,<
2019,SCH,Smyth County Public Schools,Northwood High,Male,34,13,38
2019,SCH,Smyth County Public Schools,Northwood High,Students with Disabilities,<,<,<
2019,SCH,Smyth County Public Schools,Northwood High,White,62,31,50
2019,SCH,Southampton County Public Schools,Southampton High,All Students,179,99,55
2019,SCH,Southampton County Public Schools,Southampton High,American Indian,<,<,<
2019,SCH,Southampton County Public Schools,Southampton High,Asian,<,<,<
2019,SCH,Southampton County Public Schools,Southampton High,Black,68,40,59
2019,SCH,Southampton County Public Schools,Southampton High,Economically Disadvantaged,77,29,38
2019,SCH,Southampton County Public Schools,Southampton High,Female,86,58,67
2019,SCH,Southampton County Public Schools,Southampton High,Hispanic,<,<,<
2019,SCH,Southampton County Public Schools,Southampton High,Male,93,41,44
2019,SCH,Southampton County Public Schools,Southampton High,Multiple Races,<,<,<
2019,SCH,Southampton County Public Schools,Southampton High,Native Hawaiian,<,<,<
2019,SCH,Southampton County Public Schools,Southampton High,Students with Disabilities,17,<,<
2019,SCH,Southampton County Public Schools,Southampton High,White,100,54,54
2019,SCH,Spotsylvania County Public Schools,Chancellor High,All Students,261,160,61
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Asian,<,<,<
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Black,73,34,47
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Economically Disadvantaged,112,51,46
2019,SCH,Spotsylvania County Public Schools,Chancellor High,English Learners,15,<,<
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Female,152,100,66
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Hispanic,52,25,48
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Male,109,60,55
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Multiple Races,12,<,<
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Native Hawaiian,<,<,<
2019,SCH,Spotsylvania County Public Schools,Chancellor High,Students with Disabilities,18,<,<
2019,SCH,Spotsylvania County Public Schools,Chancellor High,White,116,91,78
2019,SCH,Spotsylvania County Public Schools,Courtland High,All Students,290,187,64
2019,SCH,Spotsylvania County Public Schools,Courtland High,Asian,12,10,83
2019,SCH,Spotsylvania County Public Schools,Courtland High,Black,61,36,59
2019,SCH,Spotsylvania County Public Schools,Courtland High,Economically Disadvantaged,81,42,52
2019,SCH,Spotsylvania County Public Schools,Courtland High,English Learners,11,<,<
2019,SCH,Spotsylvania County Public Schools,Courtland High,Female,136,90,66
2019,SCH,Spotsylvania County Public Schools,Courtland High,Hispanic,53,26,49
2019,SCH,Spotsylvania County Public Schools,Courtland High,Male,154,97,63
2019,SCH,Spotsylvania County Public Schools,Courtland High,Multiple Races,14,10,71
2019,SCH,Spotsylvania County Public Schools,Courtland High,Students with Disabilities,25,11,44
2019,SCH,Spotsylvania County Public Schools,Courtland High,White,150,105,70
2019,SCH,Spotsylvania County Public Schools,Massaponax High,All Students,374,245,66
2019,SCH,Spotsylvania County Public Schools,Massaponax High,American Indian,<,<,<
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Asian,14,11,79
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Black,111,70,63
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Economically Disadvantaged,129,60,47
2019,SCH,Spotsylvania County Public Schools,Massaponax High,English Learners,14,<,<
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Female,205,143,70
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Hispanic,58,31,53
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Male,169,102,60
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Multiple Races,21,14,67
2019,SCH,Spotsylvania County Public Schools,Massaponax High,Students with Disabilities,30,11,37
2019,SCH,Spotsylvania County Public Schools,Massaponax High,White,169,119,70
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,All Students,440,284,65
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,American Indian,<,<,<
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Asian,13,11,85
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Black,50,29,58
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Economically Disadvantaged,100,49,49
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,English Learners,15,<,<
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Female,218,162,74
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Hispanic,47,29,62
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Male,222,122,55
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Multiple Races,32,24,75
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,Students with Disabilities,40,15,38
2019,SCH,Spotsylvania County Public Schools,Riverbend High ,White,297,190,64
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,All Students,279,136,49
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,American Indian,<,<,<
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Asian,<,<,<
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Black,20,11,55
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Economically Disadvantaged,110,48,44
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,English Learners,<,<,<
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Female,130,83,64
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Hispanic,18,12,67
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Male,149,53,36
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Multiple Races,10,<,<
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,Students with Disabilities,31,<,<
2019,SCH,Spotsylvania County Public Schools,Spotsylvania High,White,227,108,48
2019,SCH,Stafford County Public Schools,Brooke Point High,All Students,407,277,68
2019,SCH,Stafford County Public Schools,Brooke Point High,American Indian,<,<,<
2019,SCH,Stafford County Public Schools,Brooke Point High,Asian,12,10,83
2019,SCH,Stafford County Public Schools,Brooke Point High,Black,102,72,71
2019,SCH,Stafford County Public Schools,Brooke Point High,Economically Disadvantaged,133,76,57
2019,SCH,Stafford County Public Schools,Brooke Point High,English Learners,23,14,61
2019,SCH,Stafford County Public Schools,Brooke Point High,Female,204,151,74
2019,SCH,Stafford County Public Schools,Brooke Point High,Hispanic,93,59,63
2019,SCH,Stafford County Public Schools,Brooke Point High,Male,203,126,62
2019,SCH,Stafford County Public Schools,Brooke Point High,Multiple Races,28,16,57
2019,SCH,Stafford County Public Schools,Brooke Point High,Native Hawaiian,<,<,<
2019,SCH,Stafford County Public Schools,Brooke Point High,Students with Disabilities,31,<,<
2019,SCH,Stafford County Public Schools,Brooke Point High,White,169,118,70
2019,SCH,Stafford County Public Schools,Colonial Forge High,All Students,515,390,76
2019,SCH,Stafford County Public Schools,Colonial Forge High,American Indian,<,<,<
2019,SCH,Stafford County Public Schools,Colonial Forge High,Asian,26,23,88
2019,SCH,Stafford County Public Schools,Colonial Forge High,Black,142,103,73
2019,SCH,Stafford County Public Schools,Colonial Forge High,Economically Disadvantaged,103,57,55
2019,SCH,Stafford County Public Schools,Colonial Forge High,English Learners,25,16,64
2019,SCH,Stafford County Public Schools,Colonial Forge High,Female,269,223,83
2019,SCH,Stafford County Public Schools,Colonial Forge High,Hispanic,89,61,69
2019,SCH,Stafford County Public Schools,Colonial Forge High,Male,246,167,68
2019,SCH,Stafford County Public Schools,Colonial Forge High,Multiple Races,39,28,72
