"division_name","school_name","group_type","number_unfilled","percent_unfilled","pass_rate","school_level_expenditures_per_pupil_federal","school_level_expenditures_per_pupil_state","total_school_level_ppexp","per_pupil_federal_funds","per_pupil_state_funds","breakfast_percent","percent_of_inexperienced_principals","percent_of_inexperienced_assistant_principals","bachelors_percent","masters_percent","graduation_rate","completion_rate","ps_enrollment_percent","special_education_percent","poverty_high","poverty_low","poverty_level","percent_of_inexperienced_teachers","percent_of_out_of_field_teachers","percent_of_out_of_field_and_inexperienced_teachers","median_income","county_rank"
"Martinsville City","Albert Harris Elementary","Mathematics",NA,NA,48.99,3516,8634,12151,4386,13735,81.5,0,0,40,50,NA,NA,NA,2.5,1,0,"High Poverty",5,15,5,42434,2988
"Martinsville City","Albert Harris Elementary","Life and Physical Sciences",NA,NA,56.9,3516,8634,12151,4386,13735,81.5,0,0,40,50,NA,NA,NA,2.5,1,0,"High Poverty",5,15,5,42434,2988
"Martinsville City","Patrick Henry Elementary","English Language and Literature",NA,NA,65.68,2569,8519,11087,3439,13620,90.3,0,0,57,43,NA,NA,NA,2.9,1,0,"High Poverty",5.7,2.9,2.9,42434,2988
"Martinsville City","Patrick Henry Elementary","Social Sciences and History",NA,NA,44.07,2569,8519,11087,3439,13620,90.3,0,0,57,43,NA,NA,NA,2.9,1,0,"High Poverty",5.7,2.9,2.9,42434,2988
"Martinsville City","Patrick Henry Elementary","Mathematics",NA,NA,64.53,2569,8519,11087,3439,13620,90.3,0,0,57,43,NA,NA,NA,2.9,1,0,"High Poverty",5.7,2.9,2.9,42434,2988
"Martinsville City","Patrick Henry Elementary","Life and Physical Sciences",NA,NA,65.57,2569,8519,11087,3439,13620,90.3,0,0,57,43,NA,NA,NA,2.9,1,0,"High Poverty",5.7,2.9,2.9,42434,2988
"Mathews County","Mathews Elementary","English Language and Literature",NA,NA,75.45,1853,12077,13930,1882,17861,31,0,100,31,66,NA,NA,NA,3.3,0,0,"Medium Poverty",0,0,0,75487,691
"Mathews County","Mathews Elementary","Social Sciences and History",NA,NA,75.47,1853,12077,13930,1882,17861,31,0,100,31,66,NA,NA,NA,3.3,0,0,"Medium Poverty",0,0,0,75487,691
"Mathews County","Mathews Elementary","Mathematics",NA,NA,76.36,1853,12077,13930,1882,17861,31,0,100,31,66,NA,NA,NA,3.3,0,0,"Medium Poverty",0,0,0,75487,691
"Mecklenburg County","Chase City Elementary","English Language and Literature",NA,NA,58.5,0,7877,7877,1573,13075,68.3,0,0,62,32,NA,NA,NA,6.3,1,0,"High Poverty",0,0,0,51691,2576
"Mecklenburg County","Chase City Elementary","Social Sciences and History",NA,NA,61.7,0,7877,7877,1573,13075,68.3,0,0,62,32,NA,NA,NA,6.3,1,0,"High Poverty",0,0,0,51691,2576
"Mecklenburg County","Chase City Elementary","Mathematics",NA,NA,60.27,0,7877,7877,1573,13075,68.3,0,0,62,32,NA,NA,NA,6.3,1,0,"High Poverty",0,0,0,51691,2576
"Mecklenburg County","Chase City Elementary","Life and Physical Sciences",NA,NA,55.56,0,7877,7877,1573,13075,68.3,0,0,62,32,NA,NA,NA,6.3,1,0,"High Poverty",0,0,0,51691,2576
"Mecklenburg County","Clarksville Elementary","English Language and Literature",NA,NA,74.14,0,8973,8973,1573,14171,65.3,0,0,63,32,NA,NA,NA,0,1,0,"High Poverty",5.6,8.3,5.6,51691,2576
"Mecklenburg County","Clarksville Elementary","Social Sciences and History",NA,NA,77.36,0,8973,8973,1573,14171,65.3,0,0,63,32,NA,NA,NA,0,1,0,"High Poverty",5.6,8.3,5.6,51691,2576
"Mecklenburg County","Clarksville Elementary","Mathematics",NA,NA,72,0,8973,8973,1573,14171,65.3,0,0,63,32,NA,NA,NA,0,1,0,"High Poverty",5.6,8.3,5.6,51691,2576
"Mecklenburg County","Clarksville Elementary","Life and Physical Sciences",NA,NA,75.36,0,8973,8973,1573,14171,65.3,0,0,63,32,NA,NA,NA,0,1,0,"High Poverty",5.6,8.3,5.6,51691,2576
"Mecklenburg County","LaCrosse Elementary","English Language and Literature",NA,NA,74.85,0,9130,9130,1573,14328,42.5,0,0,48,48,NA,NA,NA,6.9,1,0,"High Poverty",3.4,3.4,3.4,51691,2576
"Mecklenburg County","LaCrosse Elementary","Social Sciences and History",NA,NA,93.75,0,9130,9130,1573,14328,42.5,0,0,48,48,NA,NA,NA,6.9,1,0,"High Poverty",3.4,3.4,3.4,51691,2576
"Mecklenburg County","LaCrosse Elementary","Mathematics",NA,NA,84.15,0,9130,9130,1573,14328,42.5,0,0,48,48,NA,NA,NA,6.9,1,0,"High Poverty",3.4,3.4,3.4,51691,2576
"Mecklenburg County","LaCrosse Elementary","Life and Physical Sciences",NA,NA,72.41,0,9130,9130,1573,14328,42.5,0,0,48,48,NA,NA,NA,6.9,1,0,"High Poverty",3.4,3.4,3.4,51691,2576
"Mecklenburg County","South Hill Elementary","English Language and Literature",NA,NA,72.92,0,6822,6822,1573,12020,55.5,0,0,51,44,NA,NA,NA,3.6,1,0,"High Poverty",5.4,8.9,3.6,51691,2576
"Mecklenburg County","South Hill Elementary","Social Sciences and History",NA,NA,63.21,0,6822,6822,1573,12020,55.5,0,0,51,44,NA,NA,NA,3.6,1,0,"High Poverty",5.4,8.9,3.6,51691,2576
"Mecklenburg County","South Hill Elementary","Mathematics",NA,NA,81.65,0,6822,6822,1573,12020,55.5,0,0,51,44,NA,NA,NA,3.6,1,0,"High Poverty",5.4,8.9,3.6,51691,2576
"Mecklenburg County","South Hill Elementary","Life and Physical Sciences",NA,NA,76.7,0,6822,6822,1573,12020,55.5,0,0,51,44,NA,NA,NA,3.6,1,0,"High Poverty",5.4,8.9,3.6,51691,2576
"Middlesex County","Middlesex Elementary","Social Sciences and History",NA,NA,62.77,1455,9233,10687,1677,13834,53.9,0,0,67,28,NA,NA,NA,0,1,0,"High Poverty",7,7,2.3,74154,759
"Middlesex County","Middlesex Elementary","Life and Physical Sciences",NA,NA,52.78,1455,9233,10687,1677,13834,53.9,0,0,67,28,NA,NA,NA,0,1,0,"High Poverty",7,7,2.3,74154,759
"Montgomery County","Auburn Elementary","English Language and Literature",NA,NA,77.12,599,8748,9347,832,13343,60.7,0,0,46,53,NA,NA,NA,0,0,0,"Medium Poverty",3.6,0,0,70769,995
"Montgomery County","Auburn Elementary","Social Sciences and History",NA,NA,74.42,599,8748,9347,832,13343,60.7,0,0,46,53,NA,NA,NA,0,0,0,"Medium Poverty",3.6,0,0,70769,995
"Montgomery County","Auburn Elementary","Mathematics",NA,NA,82.29,599,8748,9347,832,13343,60.7,0,0,46,53,NA,NA,NA,0,0,0,"Medium Poverty",3.6,0,0,70769,995
"Montgomery County","Auburn Elementary","Life and Physical Sciences",NA,NA,73.74,599,8748,9347,832,13343,60.7,0,0,46,53,NA,NA,NA,0,0,0,"Medium Poverty",3.6,0,0,70769,995
"Montgomery County","Belview Elementary","English Language and Literature",NA,NA,63.83,1484,11769,13253,1717,16364,49,0,0,36,64,NA,NA,NA,0,0,0,"Medium Poverty",3.2,0,0,70769,995
"Montgomery County","Belview Elementary","Social Sciences and History",NA,NA,54.76,1484,11769,13253,1717,16364,49,0,0,36,64,NA,NA,NA,0,0,0,"Medium Poverty",3.2,0,0,70769,995
"Montgomery County","Belview Elementary","Mathematics",NA,NA,57.45,1484,11769,13253,1717,16364,49,0,0,36,64,NA,NA,NA,0,0,0,"Medium Poverty",3.2,0,0,70769,995
"Montgomery County","Belview Elementary","Life and Physical Sciences",NA,NA,72.73,1484,11769,13253,1717,16364,49,0,0,36,64,NA,NA,NA,0,0,0,"Medium Poverty",3.2,0,0,70769,995
"Montgomery County","Christiansburg Elementary","English Language and Literature",NA,NA,76.83,947,8882,9830,1180,13477,32.6,0,0,41,52,NA,NA,NA,4.8,0,0,"Medium Poverty",7.1,0,0,70769,995
"Montgomery County","Christiansburg Elementary","Social Sciences and History",NA,NA,77.39,947,8882,9830,1180,13477,32.6,0,0,41,52,NA,NA,NA,4.8,0,0,"Medium Poverty",7.1,0,0,70769,995
"Montgomery County","Christiansburg Elementary","Mathematics",NA,NA,78.16,947,8882,9830,1180,13477,32.6,0,0,41,52,NA,NA,NA,4.8,0,0,"Medium Poverty",7.1,0,0,70769,995
"Montgomery County","Christiansburg Elementary","Life and Physical Sciences",NA,NA,75,947,8882,9830,1180,13477,32.6,0,0,41,52,NA,NA,NA,4.8,0,0,"Medium Poverty",7.1,0,0,70769,995
"Montgomery County","Eastern Montgomery Elementary","English Language and Literature",NA,NA,50,1653,9993,11646,1886,14588,62.5,0,0,52,46,NA,NA,NA,2.3,0,0,"Medium Poverty",4.5,0,0,70769,995
"Montgomery County","Eastern Montgomery Elementary","Social Sciences and History",NA,NA,29.27,1653,9993,11646,1886,14588,62.5,0,0,52,46,NA,NA,NA,2.3,0,0,"Medium Poverty",4.5,0,0,70769,995
"Montgomery County","Eastern Montgomery Elementary","Mathematics",NA,NA,50.31,1653,9993,11646,1886,14588,62.5,0,0,52,46,NA,NA,NA,2.3,0,0,"Medium Poverty",4.5,0,0,70769,995
"Montgomery County","Eastern Montgomery Elementary","Life and Physical Sciences",NA,NA,69.81,1653,9993,11646,1886,14588,62.5,0,0,52,46,NA,NA,NA,2.3,0,0,"Medium Poverty",4.5,0,0,70769,995
"Montgomery County","Falling Branch Elementary","English Language and Literature",NA,NA,66.67,621,9990,10611,854,14585,49,0,0,45,53,NA,NA,NA,0,0,0,"Medium Poverty",0,1.7,0,70769,995
"Montgomery County","Falling Branch Elementary","Social Sciences and History",NA,NA,64.52,621,9990,10611,854,14585,49,0,0,45,53,NA,NA,NA,0,0,0,"Medium Poverty",0,1.7,0,70769,995
"Montgomery County","Falling Branch Elementary","Mathematics",NA,NA,69.06,621,9990,10611,854,14585,49,0,0,45,53,NA,NA,NA,0,0,0,"Medium Poverty",0,1.7,0,70769,995
"Montgomery County","Falling Branch Elementary","Life and Physical Sciences",NA,NA,73.91,621,9990,10611,854,14585,49,0,0,45,53,NA,NA,NA,0,0,0,"Medium Poverty",0,1.7,0,70769,995
"Montgomery County","Gilbert Linkous Elementary","English Language and Literature",NA,NA,84.57,104,9582,9686,337,14177,47.5,0,0,37,60,NA,NA,NA,0,0,1,"Low Poverty",3,0,0,70769,995
"Montgomery County","Gilbert Linkous Elementary","Social Sciences and History",NA,NA,76.36,104,9582,9686,337,14177,47.5,0,0,37,60,NA,NA,NA,0,0,1,"Low Poverty",3,0,0,70769,995
"Montgomery County","Gilbert Linkous Elementary","Mathematics",NA,NA,86.44,104,9582,9686,337,14177,47.5,0,0,37,60,NA,NA,NA,0,0,1,"Low Poverty",3,0,0,70769,995
"Montgomery County","Gilbert Linkous Elementary","Life and Physical Sciences",NA,NA,84.38,104,9582,9686,337,14177,47.5,0,0,37,60,NA,NA,NA,0,0,1,"Low Poverty",3,0,0,70769,995
"Montgomery County","Harding Avenue Elementary","English Language and Literature",NA,NA,92.31,382,8997,9379,615,13592,21.9,0,0,42,52,NA,NA,NA,0,0,1,"Low Poverty",3.4,0,0,70769,995
"Montgomery County","Harding Avenue Elementary","Social Sciences and History",NA,NA,97.44,382,8997,9379,615,13592,21.9,0,0,42,52,NA,NA,NA,0,0,1,"Low Poverty",3.4,0,0,70769,995
"Montgomery County","Harding Avenue Elementary","Mathematics",NA,NA,90.97,382,8997,9379,615,13592,21.9,0,0,42,52,NA,NA,NA,0,0,1,"Low Poverty",3.4,0,0,70769,995
"Montgomery County","Harding Avenue Elementary","Life and Physical Sciences",NA,NA,88.68,382,8997,9379,615,13592,21.9,0,0,42,52,NA,NA,NA,0,0,1,"Low Poverty",3.4,0,0,70769,995
"Montgomery County","Kipps Elementary","English Language and Literature",NA,NA,87.37,498,8995,9494,731,13590,50.4,0,0,48,42,NA,NA,NA,3.2,0,1,"Low Poverty",0,0,0,70769,995
"Montgomery County","Kipps Elementary","Social Sciences and History",NA,NA,86.79,498,8995,9494,731,13590,50.4,0,0,48,42,NA,NA,NA,3.2,0,1,"Low Poverty",0,0,0,70769,995
"Montgomery County","Kipps Elementary","Mathematics",NA,NA,90,498,8995,9494,731,13590,50.4,0,0,48,42,NA,NA,NA,3.2,0,1,"Low Poverty",0,0,0,70769,995
"Montgomery County","Kipps Elementary","Life and Physical Sciences",NA,NA,85.48,498,8995,9494,731,13590,50.4,0,0,48,42,NA,NA,NA,3.2,0,1,"Low Poverty",0,0,0,70769,995
"Montgomery County","Margaret Beeks Elementary","English Language and Literature",NA,NA,76.74,342,9912,10254,575,14507,55.1,0,0,35,57,NA,NA,NA,2.9,0,1,"Low Poverty",5.7,0,0,70769,995
"Montgomery County","Margaret Beeks Elementary","Social Sciences and History",NA,NA,86.54,342,9912,10254,575,14507,55.1,0,0,35,57,NA,NA,NA,2.9,0,1,"Low Poverty",5.7,0,0,70769,995
"Montgomery County","Margaret Beeks Elementary","Mathematics",NA,NA,82.29,342,9912,10254,575,14507,55.1,0,0,35,57,NA,NA,NA,2.9,0,1,"Low Poverty",5.7,0,0,70769,995
"Montgomery County","Margaret Beeks Elementary","Life and Physical Sciences",NA,NA,70,342,9912,10254,575,14507,55.1,0,0,35,57,NA,NA,NA,2.9,0,1,"Low Poverty",5.7,0,0,70769,995
"Montgomery County","Prices Fork Elementary","English Language and Literature",NA,NA,70.9,389,1430,1819,622,6025,50.3,0,0,48,48,NA,NA,NA,0,0,0,"Medium Poverty",2.2,0,0,70769,995
"Montgomery County","Prices Fork Elementary","Social Sciences and History",NA,NA,77.94,389,1430,1819,622,6025,50.3,0,0,48,48,NA,NA,NA,0,0,0,"Medium Poverty",2.2,0,0,70769,995
"Montgomery County","Prices Fork Elementary","Mathematics",NA,NA,80.83,389,1430,1819,622,6025,50.3,0,0,48,48,NA,NA,NA,0,0,0,"Medium Poverty",2.2,0,0,70769,995
"Montgomery County","Prices Fork Elementary","Life and Physical Sciences",NA,NA,69.84,389,1430,1819,622,6025,50.3,0,0,48,48,NA,NA,NA,0,0,0,"Medium Poverty",2.2,0,0,70769,995
"Nelson County","Rockfish River Elementary","English Language and Literature",NA,NA,69.92,1404,12700,14104,1887,17085,64.5,0,0,32,68,NA,NA,NA,0,0,0,"Medium Poverty",6.9,0,0,68525,1157
"Nelson County","Rockfish River Elementary","Social Sciences and History",NA,NA,72.09,1404,12700,14104,1887,17085,64.5,0,0,32,68,NA,NA,NA,0,0,0,"Medium Poverty",6.9,0,0,68525,1157
"Nelson County","Rockfish River Elementary","Mathematics",NA,NA,73.17,1404,12700,14104,1887,17085,64.5,0,0,32,68,NA,NA,NA,0,0,0,"Medium Poverty",6.9,0,0,68525,1157
"Nelson County","Rockfish River Elementary","Life and Physical Sciences",NA,NA,71.88,1404,12700,14104,1887,17085,64.5,0,0,32,68,NA,NA,NA,0,0,0,"Medium Poverty",6.9,0,0,68525,1157
"Nelson County","Tye River Elementary","English Language and Literature",NA,NA,64.81,1844,12152,13996,2327,16537,52,0,0,53,45,NA,NA,NA,2.8,0,0,"Medium Poverty",2.8,0,0,68525,1157
"Nelson County","Tye River Elementary","Social Sciences and History",NA,NA,70,1844,12152,13996,2327,16537,52,0,0,53,45,NA,NA,NA,2.8,0,0,"Medium Poverty",2.8,0,0,68525,1157
"Nelson County","Tye River Elementary","Mathematics",NA,NA,73.78,1844,12152,13996,2327,16537,52,0,0,53,45,NA,NA,NA,2.8,0,0,"Medium Poverty",2.8,0,0,68525,1157
"Nelson County","Tye River Elementary","Life and Physical Sciences",NA,NA,65.52,1844,12152,13996,2327,16537,52,0,0,53,45,NA,NA,NA,2.8,0,0,"Medium Poverty",2.8,0,0,68525,1157
"New Kent County","George W. Watkins Elementary","English Language and Literature",NA,NA,83.11,484,9559,10043,759,13529,59.7,0,0,37,49,NA,NA,NA,0,0,1,"Low Poverty",0,3,0,120125,47
"New Kent County","George W. Watkins Elementary","Social Sciences and History",NA,NA,69.33,484,9559,10043,759,13529,59.7,0,0,37,49,NA,NA,NA,0,0,1,"Low Poverty",0,3,0,120125,47
"New Kent County","George W. Watkins Elementary","Mathematics",NA,NA,85.84,484,9559,10043,759,13529,59.7,0,0,37,49,NA,NA,NA,0,0,1,"Low Poverty",0,3,0,120125,47
"New Kent County","George W. Watkins Elementary","Life and Physical Sciences",NA,NA,74.6,484,9559,10043,759,13529,59.7,0,0,37,49,NA,NA,NA,0,0,1,"Low Poverty",0,3,0,120125,47
"New Kent County","New Kent Elementary","English Language and Literature",NA,NA,80.73,1360,8088,9449,1635,12058,50.2,0,0,47,49,NA,NA,NA,0,0,1,"Low Poverty",2.4,0,0,120125,47
"New Kent County","New Kent Elementary","Social Sciences and History",NA,NA,78,1360,8088,9449,1635,12058,50.2,0,0,47,49,NA,NA,NA,0,0,1,"Low Poverty",2.4,0,0,120125,47
"New Kent County","New Kent Elementary","Mathematics",NA,NA,82.39,1360,8088,9449,1635,12058,50.2,0,0,47,49,NA,NA,NA,0,0,1,"Low Poverty",2.4,0,0,120125,47
"New Kent County","New Kent Elementary","Life and Physical Sciences",NA,NA,75.73,1360,8088,9449,1635,12058,50.2,0,0,47,49,NA,NA,NA,0,0,1,"Low Poverty",2.4,0,0,120125,47
"New Kent County","Quinton Elementary","English Language and Literature",NA,NA,67.11,484,8724,9208,759,12694,55.1,0,0,50,50,NA,NA,NA,0,0,1,"Low Poverty",0,8.1,0,120125,47
"New Kent County","Quinton Elementary","Social Sciences and History",NA,NA,72,484,8724,9208,759,12694,55.1,0,0,50,50,NA,NA,NA,0,0,1,"Low Poverty",0,8.1,0,120125,47
"New Kent County","Quinton Elementary","Mathematics",NA,NA,76.75,484,8724,9208,759,12694,55.1,0,0,50,50,NA,NA,NA,0,0,1,"Low Poverty",0,8.1,0,120125,47
"New Kent County","Quinton Elementary","Life and Physical Sciences",NA,NA,81.08,484,8724,9208,759,12694,55.1,0,0,50,50,NA,NA,NA,0,0,1,"Low Poverty",0,8.1,0,120125,47
"Newport News City","Achievable Dream Academy","English Language and Literature",NA,NA,63.54,769,7417,8186,2650,11982,80.9,0,0,45,40,NA,NA,NA,0,1,0,"High Poverty",0,8.1,0,66718,1305
"Newport News City","Achievable Dream Academy","Social Sciences and History",NA,NA,54.55,769,7417,8186,2650,11982,80.9,0,0,45,40,NA,NA,NA,0,1,0,"High Poverty",0,8.1,0,66718,1305
"Newport News City","Achievable Dream Academy","Mathematics",NA,NA,67.6,769,7417,8186,2650,11982,80.9,0,0,45,40,NA,NA,NA,0,1,0,"High Poverty",0,8.1,0,66718,1305
"Newport News City","Achievable Dream Academy","Life and Physical Sciences",NA,NA,71.74,769,7417,8186,2650,11982,80.9,0,0,45,40,NA,NA,NA,0,1,0,"High Poverty",0,8.1,0,66718,1305
"Newport News City","B.C. Charles Elementary","English Language and Literature",NA,NA,60.7,314,9761,10075,2195,14326,84.1,0,0,47,43,NA,NA,NA,7.1,1,0,"High Poverty",10.7,14.3,0,66718,1305
"Newport News City","B.C. Charles Elementary","Social Sciences and History",NA,NA,68,314,9761,10075,2195,14326,84.1,0,0,47,43,NA,NA,NA,7.1,1,0,"High Poverty",10.7,14.3,0,66718,1305
"Newport News City","B.C. Charles Elementary","Mathematics",NA,NA,53.95,314,9761,10075,2195,14326,84.1,0,0,47,43,NA,NA,NA,7.1,1,0,"High Poverty",10.7,14.3,0,66718,1305
"Newport News City","B.C. Charles Elementary","Life and Physical Sciences",NA,NA,41.1,314,9761,10075,2195,14326,84.1,0,0,47,43,NA,NA,NA,7.1,1,0,"High Poverty",10.7,14.3,0,66718,1305
"Newport News City","Carver Elementary","English Language and Literature",NA,NA,41.67,1365,10338,11703,3246,14903,77.2,0,0,40,51,NA,NA,NA,2.4,1,0,"High Poverty",2.4,4.9,0,66718,1305
"Newport News City","Carver Elementary","Social Sciences and History",NA,NA,34.04,1365,10338,11703,3246,14903,77.2,0,0,40,51,NA,NA,NA,2.4,1,0,"High Poverty",2.4,4.9,0,66718,1305
"Newport News City","Carver Elementary","Mathematics",NA,NA,42.81,1365,10338,11703,3246,14903,77.2,0,0,40,51,NA,NA,NA,2.4,1,0,"High Poverty",2.4,4.9,0,66718,1305
"Newport News City","Carver Elementary","Life and Physical Sciences",NA,NA,43.33,1365,10338,11703,3246,14903,77.2,0,0,40,51,NA,NA,NA,2.4,1,0,"High Poverty",2.4,4.9,0,66718,1305
"Newport News City","David A. Dutrow Elementary","English Language and Literature",NA,NA,68.69,183,8752,8935,2064,13317,76.8,0,0,29,64,NA,NA,NA,0,1,0,"High Poverty",0,11.5,0,66718,1305
"Newport News City","David A. Dutrow Elementary","Social Sciences and History",NA,NA,58.82,183,8752,8935,2064,13317,76.8,0,0,29,64,NA,NA,NA,0,1,0,"High Poverty",0,11.5,0,66718,1305
"Newport News City","David A. Dutrow Elementary","Mathematics",NA,NA,57.07,183,8752,8935,2064,13317,76.8,0,0,29,64,NA,NA,NA,0,1,0,"High Poverty",0,11.5,0,66718,1305
"Newport News City","David A. Dutrow Elementary","Life and Physical Sciences",NA,NA,59.15,183,8752,8935,2064,13317,76.8,0,0,29,64,NA,NA,NA,0,1,0,"High Poverty",0,11.5,0,66718,1305
"Newport News City","Deer Park Elementary","English Language and Literature",NA,NA,82.13,0,9121,9121,1881,13686,67.7,0,0,46,36,NA,NA,NA,0,1,0,"High Poverty",0,3.8,0,66718,1305
"Newport News City","Deer Park Elementary","Social Sciences and History",NA,NA,94.12,0,9121,9121,1881,13686,67.7,0,0,46,36,NA,NA,NA,0,1,0,"High Poverty",0,3.8,0,66718,1305
"Newport News City","Deer Park Elementary","Mathematics",NA,NA,87.23,0,9121,9121,1881,13686,67.7,0,0,46,36,NA,NA,NA,0,1,0,"High Poverty",0,3.8,0,66718,1305
"Newport News City","Deer Park Elementary","Life and Physical Sciences",NA,NA,91.95,0,9121,9121,1881,13686,67.7,0,0,46,36,NA,NA,NA,0,1,0,"High Poverty",0,3.8,0,66718,1305
"Newport News City","Discovery STEM Academy","English Language and Literature",NA,NA,46.89,968,8924,9892,2849,13489,71.1,0,0,26,57,NA,NA,NA,2.2,1,0,"High Poverty",8.9,6.7,2.2,66718,1305
"Newport News City","Discovery STEM Academy","Social Sciences and History",NA,NA,46.99,968,8924,9892,2849,13489,71.1,0,0,26,57,NA,NA,NA,2.2,1,0,"High Poverty",8.9,6.7,2.2,66718,1305
"Newport News City","Discovery STEM Academy","Mathematics",NA,NA,53.75,968,8924,9892,2849,13489,71.1,0,0,26,57,NA,NA,NA,2.2,1,0,"High Poverty",8.9,6.7,2.2,66718,1305
"Newport News City","Discovery STEM Academy","Life and Physical Sciences",NA,NA,51.43,968,8924,9892,2849,13489,71.1,0,0,26,57,NA,NA,NA,2.2,1,0,"High Poverty",8.9,6.7,2.2,66718,1305
"Newport News City","General Stanford Elementary","English Language and Literature",NA,NA,73.4,5546,3621,9167,7427,8186,73.1,0,0,41,56,NA,NA,NA,0,1,0,"High Poverty",3.3,3.3,3.3,66718,1305
"Newport News City","General Stanford Elementary","Social Sciences and History",NA,NA,69.12,5546,3621,9167,7427,8186,73.1,0,0,41,56,NA,NA,NA,0,1,0,"High Poverty",3.3,3.3,3.3,66718,1305
"Newport News City","General Stanford Elementary","Mathematics",NA,NA,70.9,5546,3621,9167,7427,8186,73.1,0,0,41,56,NA,NA,NA,0,1,0,"High Poverty",3.3,3.3,3.3,66718,1305
"Newport News City","General Stanford Elementary","Life and Physical Sciences",NA,NA,82.61,5546,3621,9167,7427,8186,73.1,0,0,41,56,NA,NA,NA,0,1,0,"High Poverty",3.3,3.3,3.3,66718,1305
"Newport News City","George J. McIntosh Elementary","English Language and Literature",NA,NA,45.5,1538,10737,12275,3419,15302,78.2,0,0,31,64,NA,NA,NA,5.4,1,0,"High Poverty",2.7,10.8,2.7,66718,1305
"Newport News City","George J. McIntosh Elementary","Social Sciences and History",NA,NA,41.77,1538,10737,12275,3419,15302,78.2,0,0,31,64,NA,NA,NA,5.4,1,0,"High Poverty",2.7,10.8,2.7,66718,1305
"Newport News City","George J. McIntosh Elementary","Mathematics",NA,NA,42.61,1538,10737,12275,3419,15302,78.2,0,0,31,64,NA,NA,NA,5.4,1,0,"High Poverty",2.7,10.8,2.7,66718,1305
"Newport News City","George J. McIntosh Elementary","Life and Physical Sciences",NA,NA,47.67,1538,10737,12275,3419,15302,78.2,0,0,31,64,NA,NA,NA,5.4,1,0,"High Poverty",2.7,10.8,2.7,66718,1305
"Newport News City","Hidenwood Elementary","English Language and Literature",NA,NA,53.2,1310,9446,10757,3191,14011,65.3,0,0,49,44,NA,NA,NA,2.7,1,0,"High Poverty",10.8,8.1,0,66718,1305
"Newport News City","Hidenwood Elementary","Social Sciences and History",NA,NA,44.44,1310,9446,10757,3191,14011,65.3,0,0,49,44,NA,NA,NA,2.7,1,0,"High Poverty",10.8,8.1,0,66718,1305
"Newport News City","Hidenwood Elementary","Mathematics",NA,NA,56.97,1310,9446,10757,3191,14011,65.3,0,0,49,44,NA,NA,NA,2.7,1,0,"High Poverty",10.8,8.1,0,66718,1305
"Newport News City","Hidenwood Elementary","Life and Physical Sciences",NA,NA,46.88,1310,9446,10757,3191,14011,65.3,0,0,49,44,NA,NA,NA,2.7,1,0,"High Poverty",10.8,8.1,0,66718,1305
"Newport News City","Hilton Elementary","English Language and Literature",NA,NA,80,0,9357,9357,1881,13922,45.5,0,0,39,52,NA,NA,NA,0,1,0,"High Poverty",0,0,0,66718,1305
"Newport News City","Hilton Elementary","Social Sciences and History",NA,NA,77.92,0,9357,9357,1881,13922,45.5,0,0,39,52,NA,NA,NA,0,1,0,"High Poverty",0,0,0,66718,1305
"Newport News City","Hilton Elementary","Mathematics",NA,NA,76.44,0,9357,9357,1881,13922,45.5,0,0,39,52,NA,NA,NA,0,1,0,"High Poverty",0,0,0,66718,1305
"Newport News City","Hilton Elementary","Life and Physical Sciences",NA,NA,67.61,0,9357,9357,1881,13922,45.5,0,0,39,52,NA,NA,NA,0,1,0,"High Poverty",0,0,0,66718,1305
"Newport News City","Joseph H. Saunders Elementary","English Language and Literature",NA,NA,51.99,641,7885,8526,2522,12450,71.4,0,0,46,44,NA,NA,NA,0,1,0,"High Poverty",2.8,8.3,0,66718,1305
"Newport News City","Joseph H. Saunders Elementary","Social Sciences and History",NA,NA,37.39,641,7885,8526,2522,12450,71.4,0,0,46,44,NA,NA,NA,0,1,0,"High Poverty",2.8,8.3,0,66718,1305
"Newport News City","Joseph H. Saunders Elementary","Mathematics",NA,NA,46.23,641,7885,8526,2522,12450,71.4,0,0,46,44,NA,NA,NA,0,1,0,"High Poverty",2.8,8.3,0,66718,1305
"Newport News City","Joseph H. Saunders Elementary","Life and Physical Sciences",NA,NA,54.35,641,7885,8526,2522,12450,71.4,0,0,46,44,NA,NA,NA,0,1,0,"High Poverty",2.8,8.3,0,66718,1305
"Newport News City","Katherine Johnson Elementary","English Language and Literature",NA,NA,54.26,932,8951,9883,2813,13516,75.4,0,0,42,45,NA,NA,NA,2.8,1,0,"High Poverty",11.1,19.4,0,66718,1305
"Newport News City","Katherine Johnson Elementary","Social Sciences and History",NA,NA,28.79,932,8951,9883,2813,13516,75.4,0,0,42,45,NA,NA,NA,2.8,1,0,"High Poverty",11.1,19.4,0,66718,1305
"Newport News City","Katherine Johnson Elementary","Mathematics",NA,NA,47.32,932,8951,9883,2813,13516,75.4,0,0,42,45,NA,NA,NA,2.8,1,0,"High Poverty",11.1,19.4,0,66718,1305
"Newport News City","Katherine Johnson Elementary","Life and Physical Sciences",NA,NA,69.74,932,8951,9883,2813,13516,75.4,0,0,42,45,NA,NA,NA,2.8,1,0,"High Poverty",11.1,19.4,0,66718,1305
"Newport News City","Kiln Creek Elementary","English Language and Literature",NA,NA,61.02,1047,9541,10588,2928,14106,65.6,0,0,34,49,NA,NA,NA,10.3,1,0,"High Poverty",0,17.9,0,66718,1305
